Section,System,Location,Component,Material,Condition,Comment
Exterior Grounds,Drainage,Null,Site Drainage,Mulch,Monitor,Monitor for fungal growth or pest issues in overly wet mulched areas.
Exterior Grounds,Drainage,Null,Site Drainage,Mulch,Monitor,Mulch showing signs of compaction or decomposition; monitor for drainage impact.
Exterior Grounds,Drainage,Null,Site Drainage,Mulch,Monitor,Monitor for weed growth that may indicate drainage or coverage issues.
Exterior Grounds,Drainage,Null,Site Drainage,Mulch,Repair/Replace,Complete replacement recommended due to extensive deterioration.
Exterior Grounds,Drainage,Null,Site Drainage,Mulch,Repair/Replace,Emergency repair required to restore safe operating conditions.
Exterior Grounds,Drainage,Null,Site Drainage,Mulch,Repair/Replace,Compacted or decomposed mulch impeding drainage; replace with fresh material.
Exterior Grounds,Drainage,Null,Site Drainage,Mulch,Safety Hazard,Fungal growth in wet mulch may pose health risks; immediate action required.
Exterior Grounds,Drainage,Null,Site Drainage,Mulch,Safety Hazard,Waterlogged mulch creating slip hazard and mosquito breeding conditions.
Exterior Grounds,Drainage,Null,Site Drainage,Mulch,Safety Hazard,Immediate mulch removal required to prevent moisture damage per IRC.
Exterior Grounds,Drainage,Null,Site Drainage,Mulch,Access Restricted,Inspection limited by snow cover over mulched areas.
Exterior Grounds,Drainage,Null,Site Drainage,Grass,Acceptable,Drainage patterns consistent with good construction practice.
Exterior Grounds,Drainage,Null,Site Drainage,Grass,Acceptable,Downspouts discharge water onto well-drained lawn areas per IRC R801.3.
Exterior Grounds,Drainage,Null,Site Drainage,Grass,Acceptable,Vegetation cover prevents soil erosion and supports proper drainage.
Exterior Grounds,Drainage,Null,Site Drainage,Grass,Acceptable,No pooling or saturated soil observed after recent rainfall.
Exterior Grounds,Drainage,Null,Site Drainage,Grass,Monitor,Minor surface damage or weathering; monitor for expansion.
Exterior Grounds,Drainage,Null,Site Drainage,Grass,Monitor,Minor cracking or surface defects; monitor for structural impact.
Exterior Grounds,Drainage,Null,Site Drainage,Grass,Monitor,Site Drainage showing expected wear for age; monitor condition regularly.
Exterior Grounds,Drainage,Null,Site Drainage,Grass,Monitor,Slight misalignment or settlement; monitor for worsening conditions.
Exterior Grounds,Drainage,Null,Site Drainage,Grass,Monitor,Minor wear or aging noted; monitor for progression over time.
Exterior Grounds,Drainage,Null,Site Drainage,Grass,Repair/Replace,Repair required to maintain structural integrity and safety.
Exterior Grounds,Drainage,Null,Site Drainage,Grass,Repair/Replace,Safety-critical defect requires urgent corrective action.
Exterior Grounds,Drainage,Null,Site Drainage,Grass,Repair/Replace,Significant damage necessitates professional repair or replacement.
Exterior Grounds,Drainage,Null,Site Drainage,Grass,Safety Hazard,Pooling water near utility connections or basement windows is a flood risk.
Exterior Grounds,Drainage,Null,Site Drainage,Grass,Safety Hazard,Eroded or undercut walkways/steps due to poor drainage.
Exterior Grounds,Drainage,Null,Site Drainage,Grass,Safety Hazard,Immediate action necessary to restore safe access and meet code.
Exterior Grounds,Drainage,Null,Site Drainage,Grass,Access Restricted,Construction materials or debris blocked view of drainage flow.
Exterior Grounds,Drainage,Null,Site Drainage,Bare Soil,Acceptable,No visible signs of compaction loss or rutting.
Exterior Grounds,Drainage,Null,Site Drainage,Bare Soil,Acceptable,Site conditions meet recommended practice for drainage.
Exterior Grounds,Drainage,Null,Site Drainage,Bare Soil,Acceptable,Bare soil is free of large rocks or debris
Exterior Grounds,Drainage,Null,Site Drainage,Bare Soil,Acceptable,Bare soil areas appear compacted and stable.
Exterior Grounds,Drainage,Null,Site Drainage,Bare Soil,Acceptable,No signs of erosion
Exterior Grounds,Drainage,Null,Site Drainage,Bare Soil,Monitor,Early stage deterioration observed; monitor and document changes.
Exterior Grounds,Drainage,Null,Site Drainage,Bare Soil,Monitor,Minor surface damage or weathering; monitor for expansion.
Exterior Grounds,Drainage,Null,Site Drainage,Bare Soil,Monitor,Slight movement or displacement noted; monitor stability.
Exterior Grounds,Drainage,Null,Site Drainage,Bare Soil,Monitor,Small gaps or loose connections; monitor for safety concerns.
Exterior Grounds,Drainage,Null,Site Drainage,Bare Soil,Monitor,Minor cracking or surface defects; monitor for structural impact.
Exterior Grounds,Drainage,Null,Site Drainage,Bare Soil,Repair/Replace,Comprehensive repair needed to meet current code requirements.
Exterior Grounds,Drainage,Null,Site Drainage,Bare Soil,Repair/Replace,Significant damage necessitates professional repair or replacement.
Exterior Grounds,Drainage,Null,Site Drainage,Bare Soil,Repair/Replace,Professional assessment needed if erosion is severe or ongoing.
Exterior Grounds,Drainage,Null,Site Drainage,Bare Soil,Safety Hazard,Standing water near structure may violate IRC R401.3; correct immediately.
Exterior Grounds,Drainage,Null,Site Drainage,Bare Soil,Safety Hazard,Erosion exposing utilities or roots is a hazard and code concern.
Exterior Grounds,Drainage,Null,Site Drainage,Bare Soil,Safety Hazard,Areas with unstable footing should be repaired to ensure safe access.
Exterior Grounds,Drainage,Null,Site Drainage,Bare Soil,Access Restricted,Full compliance with IRC could not be verified due to limited visibility.
Exterior Grounds,Drainage,Null,Site Drainage,Permeable Concrete,Acceptable,Permeable concrete free from significant cracks or structural damage.
Exterior Grounds,Drainage,Null,Site Drainage,Permeable Concrete,Acceptable,No evidence of clogging affecting permeability or drainage function.
Exterior Grounds,Drainage,Null,Site Drainage,Permeable Concrete,Acceptable,Infiltration rate appropriate for site drainage management.
Exterior Grounds,Drainage,Null,Site Drainage,Permeable Concrete,Acceptable,Permeable concrete installation meets recommended construction standards.
Exterior Grounds,Drainage,Null,Site Drainage,Permeable Concrete,Acceptable,Drainage system effectively manages stormwater in compliance with IRC.
Exterior Grounds,Drainage,Null,Site Drainage,Permeable Concrete,Monitor,Slight misalignment or settlement; monitor for worsening conditions.
Exterior Grounds,Drainage,Null,Site Drainage,Permeable Concrete,Monitor,Minor cracking or surface defects; monitor for structural impact.
Exterior Grounds,Drainage,Null,Site Drainage,Permeable Concrete,Monitor,Monitor for compliance with IRC R401.3 drainage requirements.
Exterior Grounds,Drainage,Null,Site Drainage,Permeable Concrete,Monitor,Slight pooling during heavy rain; monitor drainage performance.
Exterior Grounds,Drainage,Null,Site Drainage,Permeable Concrete,Monitor,Site Drainage showing expected wear for age; monitor condition regularly.
Exterior Grounds,Drainage,Null,Site Drainage,Permeable Concrete,Repair/Replace,Complete replacement recommended due to extensive deterioration.
Exterior Grounds,Drainage,Null,Site Drainage,Permeable Concrete,Repair/Replace,Professional restoration needed to meet IRC drainage standards.
Exterior Grounds,Drainage,Null,Site Drainage,Permeable Concrete,Repair/Replace,Site Drainage beyond economical repair; replacement recommended.
Exterior Grounds,Drainage,Null,Site Drainage,Permeable Concrete,Safety Hazard,Standing water creates slip hazard and violates IRC R401.3.
Exterior Grounds,Drainage,Null,Site Drainage,Permeable Concrete,Safety Hazard,Professional evaluation required for major structural drainage issues.
Exterior Grounds,Drainage,Null,Site Drainage,Permeable Concrete,Safety Hazard,Water retention against structure violates IRC safety standards.
Exterior Grounds,Drainage,Null,Site Drainage,Permeable Concrete,Access Restricted,Unable to verify IRC compliance due to access limitations.
Exterior Grounds,Drainage,Null,,Bare Soil,Acceptable,Installation and workmanship meet professional standards.
Exterior Grounds,Drainage,Null,,Bare Soil,Acceptable,Component meets all inspection criteria with no defects noted.
Exterior Grounds,Drainage,Null,,Bare Soil,Acceptable,Compliance with applicable building codes and safety standards.
Exterior Grounds,Drainage,Null,,Bare Soil,Acceptable,Material condition appropriate for age and exposure environment.
Exterior Grounds,Drainage,Null,,Bare Soil,Acceptable,Weather resistance and durability characteristics are adequate.
Exterior Grounds,Drainage,Null,,Bare Soil,Monitor,Environmental exposure effects require ongoing observation.
Exterior Grounds,Drainage,Null,,Bare Soil,Monitor,Periodic professional evaluation recommended for assessment.
Exterior Grounds,Drainage,Null,,Bare Soil,Monitor,Early stage conditions that may progress over time.
Exterior Grounds,Drainage,Null,,Bare Soil,Monitor,Protective treatments may need renewal in near future.
Exterior Grounds,Drainage,Null,,Bare Soil,Monitor,Monitoring needed to ensure continued safe operation.
Exterior Grounds,Drainage,Null,,Bare Soil,Repair/Replace,Component modification needed to meet current standards.
Exterior Grounds,Drainage,Null,,Bare Soil,Repair/Replace,Immediate attention required to prevent further deterioration.
Exterior Grounds,Drainage,Null,,Bare Soil,Repair/Replace,Damage beyond economical repair threshold requiring replacement.
Exterior Grounds,Drainage,Null,,Bare Soil,Safety Hazard,Defect may cause injury or property damage if not corrected.
Exterior Grounds,Drainage,Null,,Bare Soil,Safety Hazard,Structural failure potential poses danger to occupants and users.
Exterior Grounds,Drainage,Null,,Bare Soil,Safety Hazard,Emergency repair needed to eliminate safety threat.
Exterior Grounds,Drainage,Null,,Bare Soil,Access Restricted,Confined space entry requirements exceed standard inspection scope.
Exterior Grounds,Drainage,Null,,Mulch,Acceptable,Component operates within design specifications and tolerances.
Exterior Grounds,Drainage,Null,,Mulch,Acceptable,Component accessibility allows for routine maintenance.
Exterior Grounds,Drainage,Null,,Mulch,Acceptable,Fasteners and connections properly secured and functional.
Exterior Grounds,Drainage,Null,,Mulch,Acceptable,Weather resistance and durability characteristics are adequate.
Exterior Grounds,Drainage,Null,,Mulch,Acceptable,Structural integrity and functionality are excellent throughout.
Exterior Grounds,Drainage,Null,,Mulch,Monitor,Monitoring needed to ensure continued safe operation.
Exterior Grounds,Drainage,Null,,Mulch,Monitor,Periodic professional evaluation recommended for assessment.
Exterior Grounds,Drainage,Null,,Mulch,Monitor,Condition acceptable but approaching maintenance threshold.
Exterior Grounds,Drainage,Null,,Mulch,Monitor,Early stage conditions that may progress over time.
Exterior Grounds,Drainage,Null,,Mulch,Monitor,Minor wear or aging signs require periodic monitoring.
Exterior Grounds,Drainage,Null,,Mulch,Repair/Replace,Component modification needed to meet current standards.
Exterior Grounds,Drainage,Null,,Mulch,Repair/Replace,Component requires repair or replacement for continued service.
Exterior Grounds,Drainage,Null,,Mulch,Repair/Replace,Material degradation affects structural performance significantly.
Exterior Grounds,Drainage,Null,,Mulch,Safety Hazard,Safety hazard requires immediate professional evaluation and repair.
Exterior Grounds,Drainage,Null,,Mulch,Safety Hazard,Component failure could result in serious accident or injury.
Exterior Grounds,Drainage,Null,,Mulch,Safety Hazard,Structural failure potential poses danger to occupants and users.
